TERYT,Jednostka terytorialna,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,w tym umieszczonych w części A spisu wyborców,w tym umieszczonych w części B spisu wyborców,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania",w tym w części A spisu wyborców,w tym w części B spisu wyborców,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,"Liczba wyborców, którym wysłano pakiety wyborcze",Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,w tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów,w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI - ZPOW-603-7/19,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS - ZPOW-603-4/19",KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA - ZPOW-603-14/19,KOMITET WYBORCZY JEDNOŚĆ NARODU - ZPOW-603-11/19,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-603-5/19,KOMITET WYBORCZY RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI - ZPOW-603-9/19,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA - ZPOW-603-8/19,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY - ZPOW-603-3/19,KOMITET WYBORCZY WYBORCÓW KUKIZ'15 - ZPOW-603-1/19,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI - ZPOW-603-6/19
022103,m. Szczawno-Zdrój,3515,4768,4767,1,962,2553,2553,0,8,153,3,2,0,0,0,0,2,2555,2,0,2555,16,10,6,0,2539,1364,21,,,740,,257,75,82,
022104,gm. Czarny Bór,2910,3863,3863,0,1302,1608,1608,0,0,2,0,0,0,0,0,0,0,1608,0,0,1608,18,10,8,0,1590,561,27,,,741,,111,84,66,
022105,gm. Głuszyca,5199,6997,6997,0,2542,2657,2657,0,5,17,1,1,0,0,0,0,1,2658,1,0,2658,32,15,17,0,2626,1206,23,,,950,,217,136,94,
022106,gm. Mieroszów,4120,5393,5393,0,2067,2053,2053,0,1,14,0,0,0,0,0,0,0,2053,0,0,2053,15,9,6,0,2038,969,38,,,714,,159,91,67,
022107,gm. Stare Bogaczowice,2416,3380,3380,0,912,1504,1504,0,4,6,0,0,0,0,0,0,0,1504,0,0,1504,20,7,13,0,1484,597,23,,,612,,123,63,66,
022108,gm. Walim,3311,4480,4478,2,1552,1759,1759,0,3,18,0,0,0,0,0,0,0,1759,0,0,1759,19,11,8,0,1740,750,18,,,718,,128,72,54,
022201,gm. Brzeg Dolny,9800,12733,12731,2,4489,5311,5309,2,4,16,0,0,0,0,0,0,0,5310,0,0,5310,62,45,17,0,5248,2267,72,,,2061,,359,332,157,
022202,gm. Wińsko,5180,6833,6831,2,2778,2402,2401,1,3,5,0,0,0,0,0,0,0,2402,0,0,2402,26,18,8,0,2376,527,26,,,1562,,93,92,76,
022203,gm. Wołów,14742,19021,19021,0,7219,7523,7523,0,6,38,0,0,0,0,0,0,0,7522,0,0,7522,76,41,35,0,7446,2853,96,,,3413,,403,396,285,
022301,gm. Czernica,8646,11666,11662,4,1931,6714,6711,3,3,46,0,0,0,0,0,0,0,6715,0,0,6715,41,17,24,0,6674,3199,75,,,2193,,528,414,265,
022302,gm. Długołęka,18437,24683,24675,8,5638,12799,12794,5,5,61,0,0,0,0,0,0,0,12799,0,2,12797,66,37,29,0,12731,5642,139,,,4615,,1047,708,580,
022303,gm. Jordanów Śląski,1994,2570,2570,0,895,1099,1099,0,1,15,0,0,0,0,0,0,0,1099,0,0,1099,8,5,3,0,1091,330,17,,,568,,73,61,42,
022304,gm. Kąty Wrocławskie,13712,18206,18202,4,4648,9064,9061,3,3,52,1,1,0,0,0,0,1,9063,1,0,9063,45,23,22,0,9018,3996,105,,,3312,,658,476,471,
022305,gm. Kobierzyce,11408,15037,15036,1,3683,7725,7725,0,0,62,0,0,0,0,0,0,0,7725,0,1,7724,34,20,14,0,7690,3909,109,,,2215,,675,422,360,
022306,gm. Mietków,2367,3151,3150,1,1079,1288,1288,0,1,12,0,0,0,0,0,0,0,1288,0,0,1288,11,7,4,0,1277,461,14,,,600,,73,58,71,
022307,gm. Sobótka,7596,10213,10212,1,3277,4319,4319,0,3,25,0,0,0,0,0,0,0,4319,0,0,4319,34,17,17,0,4285,1625,63,,,1895,,277,264,161,
022308,gm. Siechnice,12122,16421,16417,4,3232,8889,8886,3,1,59,2,2,0,0,0,0,2,8892,2,0,8892,35,19,16,0,8857,4109,92,,,2855,,780,596,425,
022309,gm. Żórawina,6413,8409,8407,2,2353,4060,4060,0,6,14,0,0,0,0,0,0,0,4060,0,0,4060,26,19,7,0,4034,1774,48,,,1486,,319,240,167,
022401,gm. Bardo,3212,4297,4296,1,1515,1697,1697,0,3,30,0,0,0,0,0,0,0,1697,0,2,1695,19,15,4,0,1676,628,29,,,756,,116,50,97,
022402,gm. Ciepłowody,1907,2528,2528,0,1067,840,840,0,2,6,0,0,0,0,0,0,0,840,0,0,840,8,4,4,0,832,251,6,,,470,,29,41,35,
022403,gm. Kamieniec Ząbkowicki,5103,6701,6701,0,2557,2546,2546,0,5,22,0,0,0,0,0,0,0,2546,0,0,2546,38,30,8,0,2508,871,38,,,1219,,164,93,123,
022404,gm. Stoszowice,3421,4356,4356,0,1867,1554,1554,0,1,14,1,1,0,0,0,0,1,1555,1,0,1555,11,6,5,0,1544,532,22,,,807,,66,58,59,
022405,gm. Ząbkowice Śląskie,13339,17567,17565,2,6038,7301,7301,0,9,28,0,0,0,0,0,0,0,7301,0,0,7301,48,28,20,0,7253,3194,76,,,3170,,284,259,270,
022406,gm. Ziębice,10491,13818,13816,2,5407,5084,5082,2,4,17,0,0,0,0,0,0,0,5084,0,0,5084,61,34,27,0,5023,1764,65,,,2595,,239,174,186,
022407,gm. Złoty Stok,2810,3696,3695,1,1353,1457,1457,0,1,21,0,0,0,0,0,0,0,1457,0,0,1457,10,8,2,0,1447,538,19,,,701,,76,57,56,
022501,m. Zawidów,2600,3326,3326,0,1321,1279,1279,0,0,9,0,0,0,0,0,0,0,1279,0,0,1279,16,9,7,0,1263,519,8,,,529,,79,64,64,
022502,m. Zgorzelec,19150,24674,24673,1,8044,11105,11104,1,14,135,1,1,0,0,0,0,1,11105,1,0,11105,81,45,36,0,11024,5157,141,,,3943,,615,408,760,
022503,gm. Bogatynia,14247,18449,18449,0,7660,6588,6588,0,3,51,0,0,0,0,0,0,0,6588,0,0,6588,58,39,19,0,6530,2584,93,,,2750,,427,368,308,
022504,gm. Pieńsk,5408,7050,7050,0,3050,2358,2358,0,4,9,0,0,0,0,0,0,0,2358,0,0,2358,46,24,22,0,2312,817,37,,,1048,,165,109,136,
022505,gm. Sulików,3600,4783,4783,0,1774,1826,1826,0,3,6,0,0,0,0,0,0,0,1826,0,2,1824,20,10,10,0,1804,536,18,,,963,,71,90,126,
022506,gm. Węgliniec,5107,6742,6742,0,2770,2337,2337,0,3,19,0,0,0,0,0,0,0,2337,0,0,2337,36,25,11,0,2301,861,34,,,1036,,150,110,110,
022507,gm. Zgorzelec,5198,6728,6726,2,2574,2624,2624,0,1,32,0,0,0,0,0,0,0,2624,0,0,2624,25,16,9,0,2599,933,35,,,1171,,134,108,218,
022601,m. Wojcieszów,2202,2962,2962,0,1139,1062,1062,0,1,5,0,0,0,0,0,0,0,1063,0,0,1063,14,6,8,0,1049,479,25,,,394,,70,35,46,
022602,m. Złotoryja,9816,12479,12478,1,4394,5422,5422,0,2,34,0,0,0,0,0,0,0,5422,0,0,5422,42,27,15,0,5380,2545,60,,,2000,,346,221,208,
022603,gm. Pielgrzymka,2799,3672,3671,1,1547,1252,1251,1,0,2,0,0,0,0,0,0,0,1252,0,0,1252,20,10,10,0,1232,415,12,,,632,,79,50,44,
022604,gm. Świerzawa,4712,6059,6058,1,2648,2064,2064,0,7,13,0,0,0,0,0,0,0,2064,0,0,2064,30,21,9,0,2034,848,25,,,858,,117,103,83,
022605,gm. Zagrodno,3103,4257,4256,1,1532,1571,1570,1,0,4,0,0,0,0,0,0,0,1571,0,0,1571,25,18,7,0,1546,380,21,,,986,,47,63,49,
022606,gm. Złotoryja,4304,5557,5557,0,2219,2085,2085,0,2,5,0,0,0,0,0,0,0,2085,0,0,2085,19,11,8,0,2066,750,34,,,1000,,107,86,89,
026101,m. Jelenia Góra,48208,62671,62668,3,18132,30077,30076,1,29,329,10,9,0,0,0,0,9,30085,9,1,30084,217,112,105,0,29867,15844,383,,,9052,,2349,1338,901,
026201,m. Legnica,57236,75449,75444,5,23851,33384,33383,1,17,128,4,4,0,0,0,0,4,33382,4,1,33381,189,99,90,0,33192,14276,456,,,13315,,2442,1505,1198,
026401,m. Wrocław,368154,485846,485733,113,95710,272464,272402,62,231,3156,50,50,1,1,0,1,49,272486,46,30,272456,1276,637,639,0,271180,136307,4201,,,80244,,24248,15842,10338,
026501,m. Wałbrzych,65180,85857,85848,9,29121,36059,36051,8,45,125,9,9,1,0,0,0,8,36065,8,3,36062,220,117,103,0,35842,18437,512,,,11440,,2808,1298,1347,
040101,m. Aleksandrów Kujawski,7378,9739,9739,0,3582,3796,3796,0,3,21,0,0,0,0,0,0,0,3796,0,0,3796,18,10,8,0,3778,1737,47,,,1430,,275,142,147,
040102,m. Ciechocinek,6938,10185,10184,1,890,6048,6047,1,10,1450,2,2,0,0,0,0,2,6049,2,0,6049,30,11,19,0,6019,2892,66,,,2387,,297,172,205,
040103,m. Nieszawa,1201,1580,1579,1,558,643,642,1,2,4,0,0,0,0,0,0,0,643,0,0,643,12,10,2,0,631,255,6,,,267,,27,30,46,
040104,gm. Aleksandrów Kujawski,6858,9119,9118,1,3681,3177,3177,0,3,6,0,0,0,0,0,0,0,3177,0,0,3177,65,33,32,0,3112,1050,35,,,1591,,162,129,145,
040105,gm. Bądkowo,2602,3487,3487,0,1390,1212,1212,0,0,1,0,0,0,0,0,0,0,1212,0,0,1212,18,11,7,0,1194,371,16,,,660,,55,44,48,
040106,gm. Koneck,1958,2655,2655,0,1158,800,800,0,1,1,0,0,0,0,0,0,0,800,0,0,800,11,5,6,0,789,188,9,,,509,,35,26,22,
040107,gm. Raciążek,2085,2615,2615,0,1093,992,992,0,1,2,0,0,0,0,0,0,0,992,0,0,992,12,6,6,0,980,309,12,,,499,,48,45,67,
040108,gm. Waganiec,2709,3661,3661,0,1435,1274,1274,0,3,2,0,0,0,0,0,0,0,1274,0,0,1274,24,12,12,0,1250,291,15,,,809,,47,35,53,
040109,gm. Zakrzewo,2236,2874,2874,0,1293,943,943,0,0,6,0,0,0,0,0,0,0,943,0,0,943,22,17,5,0,921,297,10,,,513,,53,14,34,
040201,m. Brodnica,16490,21623,21623,0,7182,9308,9308,0,7,42,0,0,0,0,0,0,0,9308,0,0,9308,63,47,16,0,9245,3752,80,,,3203,,414,216,1580,
040202,gm. Bobrowo,3866,5090,5090,0,2073,1793,1793,0,0,3,0,0,0,0,0,0,0,1793,0,0,1793,22,15,7,0,1771,413,22,,,932,,75,37,292,
040203,gm. Brodnica,4746,6379,6379,0,2400,2343,2343,0,0,5,0,0,0,0,0,0,0,2344,0,0,2344,22,10,12,0,2322,718,10,,,940,,103,43,508,
040204,gm. Brzozie,2191,2940,2940,0,1040,1151,1151,0,0,9,0,0,0,0,0,0,0,1151,0,0,1151,31,21,10,0,1120,235,5,,,648,,18,30,184,
040205,gm. Górzno,2365,3166,3166,0,1240,1125,1125,0,2,15,0,0,0,0,0,0,0,1125,0,0,1125,11,6,5,0,1114,264,13,,,636,,34,26,141,
040206,gm. Bartniczka,2729,3622,3622,0,1433,1296,1296,0,0,1,0,0,0,0,0,0,0,1296,0,0,1296,17,13,4,0,1279,293,9,,,749,,18,21,189,
040207,gm. Jabłonowo Pomorskie,5333,7063,7063,0,3041,2293,2293,0,2,10,1,1,0,0,0,0,1,2294,1,0,2294,28,19,9,0,2266,605,31,,,1228,,77,61,264,
040208,gm. Osiek,2372,3154,3154,0,1346,1026,1026,0,0,3,0,0,0,0,0,0,0,1026,0,0,1026,21,12,9,0,1005,209,15,,,555,,25,32,169,
040209,gm. Świedziebnia,3121,4110,4110,0,1824,1297,1297,0,0,2,0,0,0,0,0,0,0,1297,0,0,1297,14,10,4,0,1283,327,15,,,762,,30,27,122,
040210,gm. Zbiczno,2904,3905,3905,0,1422,1482,1482,0,1,18,0,0,0,0,0,0,0,1482,0,0,1482,18,10,8,0,1464,477,9,,,600,,65,31,282,
040301,gm. Białe Błota,11867,16038,16037,1,3702,8165,8164,1,1,31,1,1,0,0,0,0,1,8166,1,0,8166,47,25,22,0,8119,4379,51,,,2330,,662,403,294,
040302,gm. Dąbrowa Chełmińska,4788,6428,6428,0,2373,2415,2415,0,0,12,0,0,0,0,0,0,0,2415,0,0,2415,21,15,6,0,2394,976,27,,,988,,159,158,86,
040303,gm. Dobrcz,6663,8938,8937,1,2899,3764,3763,1,1,11,0,0,0,0,0,0,0,3764,0,0,3764,35,23,12,0,3729,1639,45,,,1468,,248,181,148,
040304,gm. Koronowo,14551,18975,18975,0,7683,6868,6868,0,4,47,0,0,0,0,0,0,0,6867,0,3,6864,84,54,30,0,6780,2980,69,,,2842,,371,269,249,
040305,gm. Nowa Wieś Wielka,5818,7795,7795,0,2621,3197,3197,0,4,15,0,0,0,0,0,0,0,3197,0,0,3197,24,17,7,0,3173,1553,23,,,1106,,242,134,115,
040306,gm. Osielsko,7994,10550,10550,0,1676,6318,6318,0,2,50,1,1,0,0,0,0,1,6319,1,0,6319,29,15,14,0,6290,3746,69,,,1509,,460,274,232,
040307,gm. Sicienko,6043,7974,7972,2,2729,3314,3313,1,0,10,0,0,0,0,0,0,0,3314,0,0,3314,34,25,9,0,3280,1576,40,,,1164,,178,203,119,
040308,gm. Solec Kujawski,9498,12599,12599,0,3850,5648,5648,0,10,19,0,0,0,0,0,0,0,5648,0,0,5648,69,46,23,0,5579,2791,84,,,1818,,361,309,216,
040401,m. Chełmno,11330,14644,14643,1,5181,6149,6148,1,12,13,2,2,0,0,0,0,2,6151,2,1,6150,48,30,18,0,6102,3045,83,,,2057,,421,219,277,
040402,gm. Chełmno,3434,4583,4583,0,2055,1379,1379,0,0,12,0,0,0,0,0,0,0,1379,0,0,1379,12,7,5,0,1367,522,10,,,582,,102,77,74,
040403,gm. Kijewo Królewskie,2605,3504,3504,0,1308,1297,1297,0,3,1,0,0,0,0,0,0,0,1297,0,0,1297,16,12,4,0,1281,452,19,,,615,,71,54,70,
040404,gm. Lisewo,3086,3982,3982,0,1772,1314,1314,0,2,0,0,0,0,0,0,0,0,1314,0,0,1314,13,7,6,0,1301,394,21,,,698,,76,51,61,
040405,gm. Papowo Biskupie,2523,3387,3387,0,1499,1024,1024,0,0,5,0,0,0,0,0,0,0,1024,0,0,1024,17,11,6,0,1007,332,8,,,524,,38,24,81,
040406,gm. Stolno,3020,4054,4054,0,1596,1424,1424,0,1,0,0,0,0,0,0,0,0,1424,0,0,1424,13,8,5,0,1411,481,25,,,685,,77,62,81,
040407,gm. Unisław,4018,5308,5308,0,2070,1948,1948,0,4,2,0,0,0,0,0,0,0,1947,0,0,1947,29,22,7,0,1918,692,29,,,890,,135,76,96,
040501,m. Golub-Dobrzyń,7462,9588,9588,0,3840,3622,3622,0,1,14,3,3,0,0,0,0,3,3623,3,0,3623,34,23,11,0,3589,1392,46,,,1581,,187,126,257,
040502,gm. Ciechocin,2411,3237,3237,0,1246,1165,1165,0,2,5,0,0,0,0,0,0,0,1165,0,0,1165,19,12,7,0,1146,302,16,,,686,,57,39,46,
040503,gm. Golub-Dobrzyń,5328,7084,7084,0,2887,2441,2441,0,5,2,0,0,0,0,0,0,0,2441,0,0,2441,22,14,8,0,2419,763,34,,,1294,,108,58,162,
040504,gm. Kowalewo Pomorskie,6750,8988,8988,0,3536,3214,3214,0,3,15,0,0,0,0,0,0,0,3214,0,0,3214,36,17,19,0,3178,1152,40,,,1511,,181,122,172,
040505,gm. Radomin,2459,3280,3280,0,1251,1208,1208,0,0,0,0,0,0,0,0,0,0,1208,0,0,1208,17,13,4,0,1191,234,14,,,763,,51,35,94,
040506,gm. Zbójno,2620,3503,3503,0,1598,1022,1022,0,0,2,0,0,0,0,0,0,0,1022,0,0,1022,5,3,2,0,1017,259,14,,,608,,48,24,64,
040601,gm. Grudziądz,7118,9564,9564,0,3488,3630,3630,0,1,16,0,0,0,0,0,0,0,3630,0,0,3630,23,14,9,0,3607,1567,35,,,1458,,238,137,172,
040602,gm. Gruta,3838,5126,5125,1,2215,1623,1623,0,0,2,0,0,0,0,0,0,0,1623,0,0,1623,13,8,5,0,1610,487,21,,,896,,69,65,72,
040603,gm. Łasin,4724,6193,6193,0,2796,1928,1928,0,0,7,0,0,0,0,0,0,0,1928,0,0,1928,25,16,9,0,1903,667,30,,,992,,80,67,67,
040604,gm. Radzyń Chełmiński,2796,3702,3702,0,1770,1026,1026,0,2,3,0,0,0,0,0,0,0,1026,0,0,1026,14,11,3,0,1012,276,21,,,551,,53,35,76,
040605,gm. Rogóźno,2417,3211,3211,0,1395,1022,1022,0,0,0,0,0,0,0,0,0,0,1022,0,0,1022,8,5,3,0,1014,309,11,,,554,,62,38,40,
040606,gm. Świecie nad Osą,2511,3327,3327,0,1649,862,862,0,0,0,0,0,0,0,0,0,0,862,0,0,862,12,11,1,0,850,175,14,,,548,,31,27,55,
040701,m. Inowrocław,45647,58805,58805,0,18231,27407,27407,0,28,303,0,0,0,0,0,0,0,27405,0,0,27405,188,130,58,0,27217,15862,234,,,8529,,1292,734,566,
040702,gm. Dąbrowa Biskupia,3083,4027,4027,0,1762,1321,1321,0,0,4,0,0,0,0,0,0,0,1321,0,0,1321,23,14,9,0,1298,432,13,,,722,,50,36,45,
040703,gm. Gniewkowo,8557,11200,11199,1,4567,3993,3992,1,4,18,1,1,1,0,0,0,0,3993,0,0,3993,49,31,18,0,3944,1677,37,,,1712,,189,169,160,
040704,gm. Inowrocław,7028,9388,9388,0,3389,3639,3639,0,0,7,0,0,0,0,0,0,0,3638,0,0,3638,31,22,9,0,3607,1615,34,,,1575,,152,111,120,
040705,gm. Janikowo,8100,10565,10565,0,4242,3856,3856,0,2,6,2,2,0,0,0,0,2,3860,2,0,3860,43,32,11,0,3817,1692,36,,,1609,,186,176,118,
040706,gm. Kruszwica,11474,15430,15429,1,5789,5685,5684,1,6,20,0,0,0,0,0,0,0,5685,0,0,5685,74,57,17,0,5611,2374,44,,,2675,,202,173,143,
040707,gm. Pakość,5817,7787,7787,0,2977,2841,2841,0,4,12,0,0,0,0,0,0,0,2841,0,0,2841,27,18,9,0,2814,1249,37,,,1231,,109,106,82,
040708,gm. Rojewo,2728,3680,3680,0,1440,1288,1288,0,1,1,0,0,0,0,0,0,0,1288,0,0,1288,19,16,3,0,1269,417,11,,,718,,42,46,35,
040709,gm. Złotniki Kujawskie,5428,7247,7246,1,2689,2740,2739,1,1,3,0,0,0,0,0,0,0,2740,0,0,2740,41,33,8,0,2699,1113,20,,,1231,,154,94,87,
040801,m. Lipno,8487,11170,11170,0,4346,4141,4141,0,9,22,0,0,0,0,0,0,0,4141,0,1,4140,44,26,18,0,4096,1940,34,,,1651,,224,119,128,
040802,gm. Bobrowniki,1864,2472,2472,0,993,871,871,0,2,0,0,0,0,0,0,0,0,871,0,0,871,13,10,3,0,858,368,7,,,406,,34,22,21,
040803,gm. Chrostkowo,1809,2397,2397,0,1110,699,699,0,0,4,0,0,0,0,0,0,0,699,0,0,699,7,5,2,0,692,183,3,,,449,,12,22,23,
040804,gm. Dobrzyń nad Wisłą,4653,6212,6212,0,2628,2025,2025,0,2,5,0,0,0,0,0,0,0,2025,0,0,2025,34,25,9,0,1991,612,27,,,1189,,50,56,57,
040805,gm. Kikół,4224,5640,5640,0,2530,1694,1694,0,2,10,0,0,0,0,0,0,0,1694,0,0,1694,24,11,13,0,1670,568,16,,,892,,83,34,77,
040806,gm. Lipno,6923,9239,9239,0,4076,2847,2847,0,2,11,0,0,0,0,0,0,0,2847,0,0,2847,44,26,18,0,2803,1095,24,,,1421,,115,70,78,
040807,gm. Skępe,4478,6033,6032,1,2377,2101,2100,1,9,26,0,0,0,0,0,0,0,2101,0,0,2101,16,12,4,0,2085,777,19,,,1084,,77,58,70,
040808,gm. Tłuchowo,2752,3659,3659,0,1527,1225,1225,0,1,4,0,0,0,0,0,0,0,1225,0,0,1225,8,5,3,0,1217,349,15,,,779,,25,23,26,
040809,gm. Wielgie,4000,5246,5245,1,2314,1686,1685,1,3,8,0,0,0,0,0,0,0,1686,0,0,1686,35,24,11,0,1651,624,20,,,819,,73,53,62,
040901,gm. Dąbrowa,2753,3685,3684,1,1528,1225,1225,0,0,1,0,0,0,0,0,0,0,1225,0,0,1225,15,9,6,0,1210,450,16,,,615,,57,39,33,
040902,gm. Jeziora Wielkie,3043,3877,3877,0,1768,1275,1275,0,0,14,0,0,0,0,0,0,0,1275,0,0,1275,20,10,10,0,1255,429,8,,,697,,52,32,37,
040903,gm. Mogilno,14930,19818,19818,0,7355,7575,7575,0,8,28,1,1,0,0,0,0,1,7576,1,0,7576,75,41,34,0,7501,3242,82,,,3157,,416,322,282,
040904,gm. Strzelno,7127,9471,9471,0,3806,3321,3321,0,1,20,0,0,0,0,0,0,0,3321,0,0,3321,47,35,12,0,3274,1368,35,,,1484,,169,122,96,
041001,gm. Kcynia,7862,10417,10417,0,4074,3788,3788,0,6,6,0,0,0,0,0,0,0,3788,0,0,3788,47,29,18,0,3741,1590,45,,,1770,,139,102,95,
041002,gm. Mrocza,5287,7052,7051,1,2776,2511,2511,0,3,8,0,0,0,0,0,0,0,2511,0,0,2511,44,33,11,0,2467,974,35,,,1137,,96,61,164,
041003,gm. Nakło nad Notecią,19567,25095,25095,0,9269,10298,10298,0,11,33,1,1,0,0,0,0,1,10299,1,0,10299,106,70,36,0,10193,4940,110,,,3914,,563,364,302,
041004,gm. Sadki,4203,5632,5632,0,2210,1993,1993,0,1,9,0,0,0,0,0,0,0,1993,0,0,1993,23,16,7,0,1970,768,25,,,979,,100,40,58,
041005,gm. Szubin,14222,18825,18825,0,6618,7605,7605,0,6,34,0,0,0,0,0,0,0,7605,0,2,7603,65,36,29,0,7538,3733,83,,,2814,,348,298,262,
041101,m. Radziejów,3509,4648,4648,0,1574,1935,1935,0,3,10,0,0,0,0,0,0,0,1935,0,0,1935,19,15,4,0,1916,814,15,,,871,,103,42,71,
041102,gm. Bytoń,2198,2927,2927,0,1182,1016,1016,0,0,13,0,0,0,0,0,0,0,1016,0,0,1016,11,8,3,0,1005,231,7,,,677,,29,32,29,
041103,gm. Dobre,3315,4395,4395,0,1946,1369,1369,0,6,5,0,0,0,0,0,0,0,1369,0,0,1369,22,9,13,0,1347,373,17,,,815,,51,45,46,
041104,gm. Osięciny,4794,6360,6360,0,2646,2148,2148,0,10,10,0,0,0,0,0,0,0,2148,0,0,2148,30,22,8,0,2118,579,34,,,1260,,123,57,65,
041105,gm. Piotrków Kujawski,5756,7635,7635,0,3271,2485,2485,0,5,16,0,0,0,0,0,0,0,2483,0,0,2483,30,21,9,0,2453,662,32,,,1491,,125,73,70,
041106,gm. Radziejów,2685,3608,3608,0,1475,1210,1210,0,5,0,0,0,0,0,0,0,0,1210,0,0,1210,15,11,4,0,1195,353,11,,,687,,46,44,54,
041107,gm. Topólka,3012,4071,4071,0,1612,1400,1400,0,3,18,0,0,0,0,0,0,0,1400,0,0,1400,25,14,11,0,1375,418,24,,,793,,69,23,48,
041201,m. Rypin,9778,12734,12734,0,4775,5003,5003,0,9,8,0,0,0,0,0,0,0,5003,0,0,5003,41,24,17,0,4962,2200,51,,,2095,,278,153,185,
041202,gm. Brzuze,3236,4251,4251,0,1901,1335,1335,0,0,6,0,0,0,0,0,0,0,1335,0,0,1335,16,8,8,0,1319,383,21,,,742,,53,42,78,
041203,gm. Rogowo,2834,3813,3813,0,1632,1202,1202,0,0,9,0,0,0,0,0,0,0,1202,0,0,1202,13,8,5,0,1189,277,11,,,767,,53,40,41,
041204,gm. Rypin,4423,5901,5901,0,2677,1746,1746,0,1,6,0,0,0,0,0,0,0,1746,0,0,1746,14,11,3,0,1732,502,14,,,937,,93,58,128,
041205,gm. Skrwilno,3547,4713,4713,0,1988,1559,1559,0,1,7,0,0,0,0,0,0,0,1559,0,0,1559,6,3,3,0,1553,317,14,,,1063,,54,35,70,
041206,gm. Wąpielsk,2416,3240,3240,0,1459,957,957,0,0,0,0,0,0,0,0,0,0,957,0,0,957,9,7,2,0,948,235,14,,,552,,47,23,77,
041301,gm. Kamień Krajeński,4105,5392,5392,0,2328,1777,1777,0,0,14,0,0,0,0,0,0,0,1777,0,0,1777,18,14,4,0,1759,604,33,,,826,,119,73,104,
041302,gm. Sępólno Krajeńskie,9275,12308,12308,0,4513,4762,4762,0,5,24,0,0,0,0,0,0,0,4762,0,0,4762,43,29,14,0,4719,2049,66,,,1913,,285,179,227,
041303,gm. Sośno,2966,3921,3921,0,1750,1216,1216,0,0,0,0,0,0,0,0,0,0,1216,0,0,1216,23,21,2,0,1193,405,16,,,635,,42,37,58,
041304,gm. Więcbork,7880,10299,10299,0,4199,3681,3681,0,4,24,0,0,0,0,0,0,0,3681,0,0,3681,57,32,25,0,3624,1327,54,,,1753,,232,125,133,
041401,gm. Bukowiec,2939,3934,3934,0,1630,1309,1309,0,2,8,0,0,0,0,0,0,0,1309,0,0,1309,18,11,7,0,1291,392,17,,,746,,49,44,43,
041402,gm. Dragacz,4150,5518,5518,0,2254,1896,1896,0,2,10,0,0,0,0,0,0,0,1896,0,0,1896,21,11,10,0,1875,828,20,,,755,,115,61,96,
041403,gm. Drzycim,2941,3906,3906,0,1608,1333,1333,0,3,7,0,0,0,0,0,0,0,1333,0,0,1333,11,9,2,0,1322,378,5,,,723,,88,48,80,
041404,gm. Jeżewo,4644,6203,6203,0,2444,2201,2201,0,5,8,0,0,0,0,0,0,0,2201,0,1,2200,40,24,16,0,2160,716,31,,,1074,,120,115,104,
041405,gm. Lniano,2472,3319,3319,0,1254,1218,1218,0,0,12,0,0,0,0,0,0,0,1218,0,0,1218,24,15,9,0,1194,375,9,,,651,,63,54,42,
041406,gm. Nowe,6026,7977,7977,0,3472,2554,2554,0,2,7,0,0,0,0,0,0,0,2554,0,0,2554,31,24,7,0,2523,1087,40,,,1079,,116,119,82,
041407,gm. Osie,3237,4365,4365,0,1737,1500,1500,0,2,37,0,0,0,0,0,0,0,1499,0,3,1496,20,12,8,0,1476,634,14,,,621,,89,62,56,
041408,gm. Pruszcz,5740,7401,7401,0,2845,2895,2895,0,9,8,0,0,0,0,0,0,0,2894,0,0,2894,46,25,21,0,2848,1145,35,,,1301,,139,116,112,
